"Тип записи";"0_Код";"0_Признак закрытого ЛПУ";"0_Причина закрытия";"0_Дата закрытия";"0_Дата повторного открытия после закрытия";"0_Полное наименование согласно документам";"1_Название";"1_Краткое наименование";"1_Административный округ по территориальной принадлежности";"1_Ведомственность";"1_Главное ЛПУ";"1_Адрес  гл организации";"1_Адресная строка";"1_Индекс";"1_Область";"""1_слово """"Область""""""";"1_Район";"""1_слово """"Район""""""";"1_тип населенного пункта";"1_Населенный пункт";"1_Название улицы";"1_Тип улицы";"1_Дом";"""1_""""буква"""" дома""";"1_корпус";"1_строение";"0_Идентификатор в адресном реестре";"1_код общего телефона";"1_факс";"1_Дополнительная информация";"1_Тип аптеки";"1_специализация";"1_Льготное лекарственное обеспечение";"1_Обеспечение рецептов";"0_GUID";"1_Руководитель";"0_Пол руководителя";"1_Должность руководителя";"1_телефон руководителя";"1_Дни, по которым выполняется данное расписание";"1_Часы работы";"1_Дни, по которым выполняется данное расписание";"1_выходные дни";"1_платные услуги";"1_бесплатные услуги";"1_Коечный фонд";"1_Отделения";"1_Койкофонд";"1_Смены заездов в санатории";"1_Койкофонд";"1_Уровень стационара"
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"105568, г. Москва, ул. Магнитогорская, д. 2";105568;"Москва";"область";;;"Город";"Москва";"Магнитогорская";"улица";2;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"119002, г. Москва, ул. Арбат, д. 28/1, стр. 1";119002;"Москва";"область";;;"Город";"Москва";"Арбат";"улица";"28/1";;;1;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"117403, г. Москва, ул. Булатниковская, д. 2А";117403;"Москва";"область";;;"Город";"Москва";"Булатниковская";"улица";2;"А";;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"117042, г. Москва, ул. Южнобутовская, д.58";117042;"Москва";"область";;;"Город";"Москва";"Южнобутовская";"улица";58;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"113535, г. Москва, ул. Россошанская, д. 2, стр. 1";113535;"Москва";"область";;;"Город";"Москва";"Россошанская";"улица";2;;;1;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"109462, г. Москва, Волгоградский пр-т, д. 78, корп. 1";109462;"Москва";"область";;;"Город";"Москва";"Волгоградский";"проспект";78;;1;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"123481, г. Москва, ул. Днепропетровская, д. 3, корп. 1";123481;"Москва";"область";;;"Город";"Москва";"Днепропетровская";"улица";3;;1;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"119146, г. Москва, Комсомольский проспект, д. 28";119146;"Москва";"область";;;"Город";"Москва";"Комсомольский";"проспект";28;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"109548, г. Москва, ул. Шоссейная, д. 9а, стр. 1";109548;"Москва";"область";;;"Город";"Москва";"Шоссейная";"улица";9;"А";;1;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"115582, г. Москва, Ореховый б-р, д. 14, корп. 3";115582;"Москва";"область";;;"Город";"Москва";"Ореховый";"бульвар";14;;3;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"127249, г. Москва, ул. Комарова Академика, д. 9";127249;"Москва";"область";;;"Город";"Москва";"Комарова Академика";"улица";9;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"123308, г. Москва, ул. Куусинена, д. 6, корп. 2";123308;"Москва";"область";;;"Город";"Москва";"Куусинена";"улица";6;;2;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"117198, г. Москва, ул. Машела Саморы, д. 8, корп. 2";117198;"Москва";"область";;;"Город";"Москва";"Машела Саморы";"улица";8;;2;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"127025, г. Москва, ул. Нижняя Масловка, д. 5";127025;"Москва";"область";;;"Город";"Москва";"Нижняя Масловка";"улица";5;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"117042, г. Москва, ул. Поляны, д. 8";117042;"Москва";"область";;;"Город";"Москва";"Поляны";"улица";8;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"125080, г. Москва, Волоколамское шоссе, д. 15/22";125080;"Москва";"область";;;"Город";"Москва";"Волоколамское";"шоссе";"15/22";;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"117526, г. Москва, ул. Днепропетровская, д. 4А, стр. 1";117526;"Москва";"область";;;"Город";"Москва";"Днепропетровская";"улица";4;"А";;1;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"109472, г. Москва, ул. Тверская, д. 22";109472;"Москва";"область";;;"Город";"Москва";"Тверская";"улица";22;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"115551, г. Москва, пр. Шипиловский, д. 43, корп. 3";115551;"Москва";"область";;;"Город";"Москва";"Шипиловский";"проезд";43;;3;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"127410, г. Москва, ул. Инженерная, д. 3";127410;"Москва";"область";;;"Город";"Москва";"Инженерная";"улица";3;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"123308, г. Москва, пр-д Березовой рощи, д. 8";123308;"Москва";"область";;;"Город";"Москва";"Березовой рощи";"проезд";8;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"123298, г. Москва, ул. Маршала Бирюзова, д.3";123298;"Москва";"область";;;"Город";"Москва";"Маршала Бирюзова";"улица";3;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"111399, г. Москва, Федеративный проспект, д.9, корп. 1";111399;"Москва";"область";;;"Город";"Москва";"Федеративный";"проспект";9;;1;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"129327, г. Москва, ул. Менжинского, д. 27";129327;"Москва";"область";;;"Город";"Москва";"Менжинского";"улица";27;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"117535, г. Москва, ул. Россошанская, д. 7, корп. 1";117535;"Москва";"область";;;"Город";"Москва";"Россошанская";"улица";7;;1;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"г. Москва, станция метро ""Каширская"", поверхность южного вестибюля";;"Москва";"область";;;"Город";"Москва";"станция метро ""Каширская"", поверхность южного вестибюля";"станция метро";;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"107005, г. Москва, ул. 3-я Парковая, д. 33";107005;"Москва";"область";;;"Город";"Москва";"3-я Парковая";"улица";33;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"107005, г. Москва, ул. Бутырский вал, д.28";107005;"Москва";"область";;;"Город";"Москва";"Бутырский";"вал";28;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"109145, г. Москва, ул. Привольная, д. 3, корп. 1";109145;"Москва";"область";;;"Город";"Москва";"Привольная";"улица";3;;1;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"115492, г. Москва, ул. Элеваторная, д. 12, корп. 1";115492;"Москва";"область";;;"Город";"Москва";"Элеваторная";"улица";12;;1;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"129347, г. Москва, ш. Ярославское, д. 115";129347;"Москва";"область";;;"Город";"Москва";"Ярославское";"шоссе";115;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"123362, г. Москва, ул. Свободы, д. 20";123362;"Москва";"область";;;"Город";"Москва";"Свободы";"улица";20;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"109444, г. Москва, ул. Ферганская, д. 21";109444;"Москва";"область";;;"Город";"Москва";"Ферганская";"улица";21;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"127576, г. Москва, ул. Череповецкая, д. 4А";127576;"Москва";"область";;;"Город";"Москва";"Череповецкая";"улица";4;"А";;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"115172, г. Москва, Гончарный проезд, д. 8/40";115172;"Москва";"область";;;"Город";"Москва";"Гончарный";"проезд";"8/40";;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""ЭРКАФАРМ""";;;;"ЗАО ""ЭРКАФАРМ""";;"117624, г. Москва, ул. Скобелевская, д. 1, корп. 1";117624;"Москва";"область";;;"Город";"Москва";"Скобелевская";"улица";1;;1;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ООО ""Аптека в Люблино""";;;;"ООО ""Аптека в Люблино""";;"109559, г. Москва, ул. Краснодарская, д.48";109559;"Москва";"область";;;"Город";"Москва";"Краснодарская";"улица";48;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ООО ""Аптека в Люблино""";;;;"ООО ""Аптека в Люблино""";;"109387, г. Москва, ул. Люблинская, д. 113А";109387;"Москва";"область";;;"Город";"Москва";"Люблинская";"улица";113;"А";;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"Общество с ограниченной ответственностью ""ОПТИФАРМ""";;;;"Общество с ограниченной ответственностью ""ОПТИФАРМ""";;"109544, г. Москва, ул. Большая Андроньевская, д. 11/13";109544;"Москва";"область";;;"Город";"Москва";"Большая Андроньевская";"улица";"11/13";;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ООО ""Аптечная сеть Оз""";;;;"ООО ""Аптечная сеть Оз""";;"115580, г. Москва, пр. Задонский, д. 20";115580;"Москва";"область";;;"Город";"Москва";"Задонский";"проезд";20;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ООО ""Аптечная сеть Оз""";;;;"ООО ""Аптечная сеть Оз""";;"127434, г. Москва, ш. Дмитровское, д. 24А, стр. 1";127434;"Москва";"область";;;"Город";"Москва";"Дмитровское";"шоссе";24;"А";;1;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"Общество с ограниченной ответственностью ""Глория""";;;;"Общество с ограниченной ответственностью ""Глория""";;"125635, г. Москва, ул. Новая, д. 10";125635;"Москва";"область";;;"Город";"Москва";"Новая";"улица";10;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"Общество с ограниченной ответственностью ""Глория""";;;;"Общество с ограниченной ответственностью ""Глория""";;"125130, г. Москва, ул. Зои и Александра Космодемьянских, д. 35/1";125130;"Москва";"область";;;"Город";"Москва";"Зои и Александра Космодемьянских";"улица";"35/1";;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"Общество с ограниченной ответственностью ""Глория""";;;;"Общество с ограниченной ответственностью ""Глория""";;"125413, г. Москва, ул. Приорова, д. 2А";125413;"Москва";"область";;;"Город";"Москва";"Приорова";"улица";2;"А";;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ООО ""СитиФарм""";;;;"ООО ""СитиФарм""";;"11539, г. Москва, ул. Старый Гай, д.7А";11539;"Москва";"область";;;"Город";"Москва";"Старый Гай";"улица";7;"А";;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ООО ""СитиФарм""";;;;"ООО ""СитиФарм""";;"109377, г. Москва, ул. 4-я Новокузьминская, д. 12";109377;"Москва";"область";;;"Город";"Москва";"4-я Новокузьминская";"улица";12;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ООО ""СитиФарм""";;;;"ООО ""СитиФарм""";;"111558, г. Москва, Федеративный проспект, д.36";111558;"Москва";"область";;;"Город";"Москва";"Федеративный";"проспект";36;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ООО ""Зевс""";;;;"ООО ""Зевс""";;"119620, г. Москва, Солнцевский проспект, д.14";119620;"Москва";"область";;;"Город";"Москва";"Солнцевский";"проспект";14;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ООО ""Зевс""";;;;"ООО ""Зевс""";;"125466, г. Москва, ул. Барышиха, д. 4";125466;"Москва";"область";;;"Город";"Москва";"Барышиха";"улица";4;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ООО ""Зевс""";;;;"ООО ""Зевс""";;"107497, г. Москва, ул. Бирюсинка, д. 10";107497;"Москва";"область";;;"Город";"Москва";"Бирюсинка";"улица";10;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ООО ""ХИМПРОМТОРГ ММД""";;;;"ООО ""ХИМПРОМТОРГ ММД""";;"115516, г. Москва, ул. Бакинская, д. 6";115516;"Москва";"область";;;"Город";"Москва";"Бакинская";"улица";6;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ООО ""ХИМПРОМТОРГ ММД""";;;;"ООО ""ХИМПРОМТОРГ ММД""";;"119333, г. Москва, ул. Дмитрия Ульянова, д. 4, корп. 1";119333;"Москва";"область";;;"Город";"Москва";"Дмитрия Ульянова";"улица";4;;1;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ООО ""Тип-Топ авто""";;;;"ООО ""Тип-Топ авто""";;"117574, г. Москва, проспект Новоясеневский, владение 2А, стр.1";117574;"Москва";"область";;;"Город";"Москва";"Новоясеневский";"проспект";2;"А";;1;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"Общество с ограниченной ответственностью ""ЭЛМИ-ФАРМ""";;;;"Общество с ограниченной ответственностью ""ЭЛМИ-ФАРМ""";;"109386, г. Москва, ул. Краснодонская, д. 1, корп 1";109386;"Москва";"область";;;"Город";"Москва";"Краснодонская";"улица";1;;1;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"Общество с ограниченной ответственностью ""ЭЛМИ-ФАРМ""";;;;"Общество с ограниченной ответственностью ""ЭЛМИ-ФАРМ""";;"129345, г. Москва, ул. Летчика Бабушкина, д. 39, корп. 3";129345;"Москва";"область";;;"Город";"Москва";"Летчика Бабушкина";"улица";39;;3;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;"123181, г. Москва, ул. Исаковского, д. 16, корп. 2";123181;"Москва";"область";;;"Город";"Москва";"Исаковского";"улица";16;;2;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;"125414, г. Москва, ул. Петрозаводская, д. 26";125414;"Москва";"область";;;"Город";"Москва";"Петрозаводская";"улица";26;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;"127015, г. Москва, ул. 1-я Квесисская, д. 8";127015;"Москва";"область";;;"Город";"Москва";"1-я Квесисская";"улица";8;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;"125057, г. Москва, Чапаевский пер., д. 4";125057;"Москва";"область";;;"Город";"Москва";"Чапаевский";"переулок";4;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;"123103, г. Москва, проспект Маршала Жукова, д. 64, корп. 2";123103;"Москва";"область";;;"Город";"Москва";"Маршала Жукова";"проспект";64;;2;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;"124498, г. Москва, г. Зеленоград, корп. 225, стр. 1";124498;"Москва";"область";;;"Город";"Зеленоград";;;;;225;1;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;"125222, г. Москва, ул. Дубравная, д. 41";125222;"Москва";"область";;;"Город";"Москва";"Дубравная";"улица";41;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;"125167, г. Москва, ул. Красноармейская, д. 18";125167;"Москва";"область";;;"Город";"Москва";"Красноармейская";"улица";18;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;"127474, г. Москва, Бескудниковский пер., д. 5";127474;"Москва";"область";;;"Город";"Москва";"Бескудниковский";"переулок";5;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;"125493, г. Москва, ул. Пулковская, д. 8, стр. 1";125493;"Москва";"область";;;"Город";"Москва";"Пулковская";"улица";8;;;1;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;"125430, г. Москва, Пятницкое шоссе, д. 29, корп. 3, стр. 1";125430;"Москва";"область";;;"Город";"Москва";"Пятницкое";"шоссе";29;;3;1;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;"123060, г. Москва, ул. Маршала Бирюзова, д. 30";123060;"Москва";"область";;;"Город";"Москва";"Маршала Бирюзова";"улица";30;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;"124575, г. Москва, г. Зеленоград, корп. 911";124575;"Москва";"область";;;"Город";"Зеленоград";;;;;911;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;"127644, г. Москва, ул. Лобненская, д. 10";127644;"Москва";"область";;;"Город";"Москва";"Лобненская";"улица";10;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;"125481, г. Москва, ул. Планерная, д. 8";125481;"Москва";"область";;;"Город";"Москва";"Планерная";"улица";8;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;"125171, г. Москва, ул. 1-я Радиаторская, д. 5";125171;"Москва";"область";;;"Город";"Москва";"1-я Радиаторская";"улица";5;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;"127083, г. Москва, ул. Юннатов, д. 12";127083;"Москва";"область";;;"Город";"Москва";"Юннатов";"улица";12;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;"125040, г. Москва, ул. Новая Башиловка, д. 14";125040;"Москва";"область";;;"Город";"Москва";"Новая Башиловка";"улица";14;;;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;"123308, г. Москва, ул. Куусинена, д. 6 Б";123308;"Москва";"область";;;"Город";"Москва";"Куусинена";"улица";6;"Б";;;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;"124617, г. Москва, г. Зеленоград, корп. 1460, стр. 1";124617;"Москва";"область";;;"Город";"Зеленоград";;;;;1460;1;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;;;"ЗАО ""СИА ИНТЕРНЕЙШНЛ ЛТД""";;"127486, г. Москва, Бескудниковский б-р, д. 59, стр. 1";127486;"Москва";"область";;;"Город";"Москва";"Бескудниковский";"бульвар";59;;;1;;;;;"Аптечный пункт";;;;;;;;;;;;;;;;;;;;
